"NAME_OF_BOOK"|"CHAPTER_NUMBER"|"VERSE_NUMBER"|"TEXT_OF_VERSE"
"Genesis"|"010"|"009"|"He was a mighty hunter before the LORD: wherefore it is said, Even as Nimrod the mighty hunter before the LORD."
"Genesis"|"010"|"010"|"And the beginning of his kingdom was Babel, and Erech, and Accad, and Calneh, in the land of Shinar."
"Genesis"|"010"|"011"|"Out of that land went forth Ashur, and built Nineveh, and the city Rehoboth, and Calah,"
"Genesis"|"010"|"012"|"And Resen between Nineveh and Calah: the same is a great city."
"Genesis"|"010"|"013"|"And Mizraim begat Ludim, and Anamim, and Lehabim, and Naphtuhim."
"Genesis"|"010"|"014"|"And Pathrusim, and Casluhim, (out of whom came Philistim,) and Caphtorim."
"Genesis"|"010"|"015"|"And Canaan begat Sidon his first-born, and Heth,"
"Genesis"|"010"|"016"|"And the Jebusite, and the Emorite, and the Girgasite,"
"Genesis"|"010"|"017"|"And the Hivite, and the Arkite, and the Sinite,"
"Genesis"|"010"|"018"|"And the Arvadite, and the Zemarite, and the Hamathite: and afterward were the families of the Canaanites dispersed."
"Genesis"|"010"|"019"|"And the border of the Canaanites was from Sidon, as thou comest to Gerar, to Gaza; as thou goest to Sodom and Gomorrah, and Admah, and Zeboim, even to Lashah."
"Genesis"|"010"|"020"|"These are the sons of Ham, after their families, after their tongues, in their countries, and in their nations."
"Genesis"|"010"|"021"|"To Shem also, the father of all the children of Eber, the brother of Japheth the elder, even to him were children born."
"Genesis"|"010"|"022"|"The children of Shem; Elam, and Ashur, and Arphaxad, and Lud, and Aram."
"Genesis"|"010"|"023"|"And the children of Aram; Uz, and Hul, and Gether, and Mash."
"Genesis"|"010"|"024"|"And Arphaxad begat Salah; and Salah begat Eber."
"Genesis"|"010"|"025"|"And to Eber were born two sons: the name of one was Peleg, for in his days was the earth divided; and his brother's name was Joktan."
"Genesis"|"010"|"026"|"And Joktan begat Almodad, and Sheleph, and Hazarmaveth, and Jerah,"
"Genesis"|"010"|"027"|"And Hadoram, and Uzal, and Diklah."
"Genesis"|"010"|"028"|"And Obal, and Abimael, and Sheba,"
"Genesis"|"010"|"029"|"And Ophir, and Havilah, and Jobab: all these were the sons of Joktan."
"Genesis"|"010"|"030"|"And their dwelling was from Mesha, as thou goest to Sephar, a mount of the east."
"Genesis"|"010"|"031"|"These are the sons of Shem, after their families, after their tongues, in their lands, after their nations."
"Genesis"|"010"|"032"|"These are the families of the sons of Noah after their generations, in their nations: and by these were the nations divided in the earth after the flood."
"Genesis"|"011"|"001"|"And the whole earth was of one language, and of one speech."
"Genesis"|"011"|"002"|"And it came to pass as they journeyed from the east, that they found a plain in the land of Shinar, and they dwelt there."
"Genesis"|"011"|"003"|"And they said one to another, come, let us make brick, and burn them thoroughly. And they had brick for stone, and slime had they for mortar."
"Genesis"|"011"|"004"|"And they said, come, let us build us a city, and a tower, whose top may reach to heaven; and let us make us a name, lest we should be scattered abroad upon the face of the whole earth."
"Genesis"|"011"|"005"|"And the LORD came down to see the city and the tower, which the children of men were building."
"Genesis"|"011"|"006"|"And the LORD said, Behold, the people is one, and they have all one language; and this they begin to do: and now nothing will be restrained from them, which they have imagined to do."
"Genesis"|"011"|"007"|"Come, let us go down, and there confound their language, that they may not understand one another's speech."
"Genesis"|"011"|"008"|"So the LORD scattered them abroad from thence upon the face of all the earth: and they left off to build the city."
"Genesis"|"011"|"009"|"Therefore is the name of it called Babel, because the LORD there confounded the language of all the earth: and from thence did the LORD scatter them abroad upon the face of all the earth."
"Genesis"|"011"|"010"|"These are the generations of Shem: Shem was a hundred years old, and begat Arphaxad two years after the flood:"
"Genesis"|"011"|"011"|"And Shem lived after he begat Arphaxad five hundred years, and begat sons and daughters."
"Genesis"|"011"|"012"|"And Arphaxad lived five and thirty years, and begat Salah."
"Genesis"|"011"|"013"|"And Arphaxad lived after he begat Salah four hundred and three years, and begat sons and daughters."
"Genesis"|"011"|"014"|"And Salah lived thirty years, and begat Eber:"
"Genesis"|"011"|"015"|"And Salah lived after he begat Eber four hundred and three years, and begat sons and daughters."
"Genesis"|"011"|"016"|"And Eber lived four and thirty years, and begat Peleg:"
"Genesis"|"011"|"017"|"And Eber lived after he begat Peleg four hundred and thirty years, and begat sons and daughters."
"Genesis"|"011"|"018"|"And Peleg lived thirty years, and begat Reu:"
"Genesis"|"011"|"019"|"And Peleg lived after he begat Reu two hundred and nine years, and begat sons and daughters."
"Genesis"|"011"|"020"|"And Reu lived two and thirty years, and begat Serug."
"Genesis"|"011"|"021"|"And Reu lived after he begat Serug two hundred and seven years, and begat sons and daughters."
"Genesis"|"011"|"022"|"And Serug lived thirty years, and begat Nahor:"
"Genesis"|"011"|"023"|"And Serug lived after he begat Nahor two hundred years, and begat sons and daughters."
"Genesis"|"011"|"024"|"And Nahor lived nine and twenty years, and begat Terah."
"Genesis"|"011"|"025"|"And Nahor lived after he begat Terah a hundred and nineteen years, and begat sons and daughters."
"Genesis"|"011"|"026"|"And Terah lived seventy years, and begat Abram, Nahor, and Haran."
"Genesis"|"011"|"027"|"Now these are the generations of Terah: Terah begat Abram, Nahor, and Haran: and Haran begat Lot."
"Genesis"|"011"|"028"|"And Haran died before his father Terah, in the land of his nativity, in Ur of the Chaldees."
"Genesis"|"011"|"029"|"And Abram and Nahor took them wives: the name of Abram's wife was Sarai; and the name of Nahor's wife Milcah, the daughter of Haran, the father of Milcah, and the father of Iscah."
"Genesis"|"011"|"030"|"But Sarai was barren; she had no child."
"Genesis"|"011"|"031"|"And Terah took Abram his son, and Lot the son of Haran his son's son, and Sarai his daughter-in-law, his son Abram's wife; and they went forth with them from Ur of the Chaldees, to go into the land of Canaan; and they came to Haran, and dwelt there."
"Genesis"|"011"|"032"|"And the days of Terah were two hundred and five years: and Terah died in Haran."
"Genesis"|"012"|"001"|"Now the LORD had said to Abram, Depart from thy country, and from thy kindred, and from thy father's house, to a land that I will show thee:"
"Genesis"|"012"|"002"|"And I will make of thee a great nation, and I will bless thee, and make thy name great; and thou shalt be a blessing:"
"Genesis"|"012"|"003"|"And I will bless them that bless thee, and curse him that curseth thee: and in thee shall all families of the earth be blessed."
"Genesis"|"012"|"004"|"So Abram departed, as the LORD had spoken to him, and Lot went with him: and Abram was seventy and five years old when he departed from Haran."
"Genesis"|"012"|"005"|"And Abram took Sarai his wife, and Lot his brother's son, and all their substance that they had gathered, and the souls that they had gotten in Haran; and they went to go forth into the land of Canaan; and into the land of Canaan they came."
"Genesis"|"012"|"006"|"And Abram passed through the land to the place of Sichem, to the plain of Moreh. And the Canaanite was then in the land."
"Genesis"|"012"|"007"|"And the LORD appeared to Abram, and said, To thy seed will I give this land: and there he erected an altar to the LORD, who appeared to him."
"Genesis"|"012"|"008"|"And he removed from thence to a mountain on the east of Beth-el, and pitched his tent, having Beth-el on the west, and Hai on the east: and there he erected an altar to the LORD, and called upon the name of the LORD."
"Genesis"|"012"|"009"|"And Abram journeyed, going on still towards the south."
"Genesis"|"012"|"010"|"And there was a famine in the land: and Abram went down into Egypt to dwell there; for the famine was grievous in the land."
"Genesis"|"012"|"011"|"And it came to pass, when he had come near to enter into Egypt, that he said to Sarai his wife, Behold now, I know that thou art a fair woman to look upon:"
"Genesis"|"012"|"012"|"Therefore it will come to pass, when the Egyptians shall see thee, that they will say, This is his wife: and they will kill me, but they will save thee alive."
"Genesis"|"012"|"013"|"Say, I pray thee, thou art my sister: that it may be well with me for thy sake; and my soul shall live because of thee."
"Genesis"|"012"|"014"|"And it came to pass, that when Abram had come into Egypt, the Egyptians beheld the woman that she was very fair."
"Genesis"|"012"|"015"|"The princes also of Pharaoh saw her, and commended her before Pharaoh: and the woman was taken into Pharaoh's house."
"Genesis"|"012"|"016"|"And he treated Abram well for her sake: and he had sheep, and oxen, and he-asses, and men-servants, and maid-servants, and she-asses, and camels."
"Genesis"|"012"|"017"|"And the LORD afflicted Pharaoh and his house with great plagues, because of Sarai, Abram's wife."
"Genesis"|"012"|"018"|"And Pharaoh called Abram, and said, What is this that thou hast done to me? why didst thou not tell me that she is thy wife?"
